"No.","Time","Source","Destination","Protocol","Length","Info","dest (r)","dest(u)","src (r)","src(u)","New Column"
"29341","3284.539681","17.253.27.195","192.168.111.43","TCP","1510","443  >  62736 [PSH, ACK] Seq=96258 Ack=1031 Win=32256 Len=1444 TSval=2302950933 TSecr=3216239125 [TCP PDU reassembled in 29364]","62736","62736","443","443","29341"
"29342","3284.539682","17.253.27.195","192.168.111.43","TCP","1510","443  >  62735 [ACK] Seq=89038 Ack=1036 Win=64512 Len=1444 TSval=305726800 TSecr=4273546872 [TCP PDU reassembled in 29410]","62735","62735","443","443","29342"
"29343","3284.539760","192.168.111.43","17.253.27.195","TCP","66","62734  >  443 [ACK] Seq=1032 Ack=503464 Win=36160 Len=0 TSval=19440509 TSecr=3736790906","443","443","62734","62734","29343"
"29344","3284.539818","192.168.111.43","17.253.27.195","TCP","66","62736  >  443 [ACK] Seq=1031 Ack=97702 Win=14464 Len=0 TSval=3216239146 TSecr=2302950933","443","443","62736","62736","29344"
"29345","3284.539896","192.168.111.43","17.253.27.195","TCP","66","62735  >  443 [ACK] Seq=1036 Ack=90482 Win=13056 Len=0 TSval=4273546895 TSecr=305726800","443","443","62735","62735","29345"
"29346","3284.541373","17.253.27.195","192.168.111.43","TCP","1510","443  >  62734 [ACK] Seq=503464 Ack=1032 Win=32256 Len=1444 TSval=3736790910 TSecr=19440484 [TCP PDU reassembled in 29373]","62734","62734","443","443","29346"
"29347","3284.541457","192.168.111.43","17.253.27.195","TCP","66","62734  >  443 [ACK] Seq=1032 Ack=504908 Win=36160 Len=0 TSval=19440511 TSecr=3736790910","443","443","62734","62734","29347"
"29348","3284.544840","17.253.27.195","192.168.111.43","TCP","1510","443  >  62734 [PSH, ACK] Seq=504908 Ack=1032 Win=32256 Len=1444 TSval=3736790910 TSecr=19440484 [TCP PDU reassembled in 29373]","62734","62734","443","443","29348"
"29349","3284.544842","17.253.27.195","192.168.111.43","TCP","1510","443  >  62736 [ACK] Seq=97702 Ack=1031 Win=32256 Len=1444 TSval=2302950936 TSecr=3216239125 [TCP PDU reassembled in 29364]","62736","62736","443","443","29349"
"29350","3284.544879","192.168.111.43","17.253.27.195","TCP","66","62734  >  443 [ACK] Seq=1032 Ack=506352 Win=36160 Len=0 TSval=19440514 TSecr=3736790910","443","443","62734","62734","29350"
"29351","3284.544917","192.168.111.43","17.253.27.195","TCP","66","62736  >  443 [ACK] Seq=1031 Ack=99146 Win=14464 Len=0 TSval=3216239151 TSecr=2302950936","443","443","62736","62736","29351"
"29352","3284.561684","17.253.27.195","192.168.111.43","TCP","1510","443  >  62735 [PSH, ACK] Seq=90482 Ack=1036 Win=64512 Len=1444 TSval=305726804 TSecr=4273546872 [TCP PDU reassembled in 29410]","62735","62735","443","443","29352"
"29353","3284.561687","17.253.27.195","192.168.111.43","TCP","1510","443  >  62736 [PSH, ACK] Seq=99146 Ack=1031 Win=32256 Len=1444 TSval=2302950938 TSecr=3216239125 [TCP PDU reassembled in 29364]","62736","62736","443","443","29353"
"29354","3284.561688","17.253.27.195","192.168.111.43","TCP","1510","443  >  62735 [ACK] Seq=91926 Ack=1036 Win=64512 Len=1444 TSval=305726807 TSecr=4273546872 [TCP PDU reassembled in 29410]","62735","62735","443","443","29354"
"29355","3284.561689","17.253.27.195","192.168.111.43","TCP","1510","443  >  62736 [ACK] Seq=100590 Ack=1031 Win=32256 Len=1444 TSval=2302950941 TSecr=3216239137 [TCP PDU reassembled in 29364]","62736","62736","443","443","29355"
"29356","3284.561690","17.253.27.195","192.168.111.43","TCP","1510","443  >  62734 [ACK] Seq=506352 Ack=1032 Win=32256 Len=1444 TSval=3736790916 TSecr=19440491 [TCP PDU reassembled in 29373]","62734","62734","443","443","29356"
"29357","3284.561692","17.253.27.195","192.168.111.43","TCP","1510","443  >  62734 [PSH, ACK] Seq=507796 Ack=1032 Win=32256 Len=1444 TSval=3736790916 TSecr=19440491 [TCP PDU reassembled in 29373]","62734","62734","443","443","29357"
"29358","3284.561907","192.168.111.43","17.253.27.195","TCP","66","62735  >  443 [ACK] Seq=1036 Ack=93370 Win=13056 Len=0 TSval=4273546917 TSecr=305726807","443","443","62735","62735","29358"
"29359","3284.561985","192.168.111.43","17.253.27.195","TCP","66","62736  >  443 [ACK] Seq=1031 Ack=102034 Win=14464 Len=0 TSval=3216239168 TSecr=2302950941","443","443","62736","62736","29359"
"29360","3284.562024","192.168.111.43","17.253.27.195","TCP","66","62734  >  443 [ACK] Seq=1032 Ack=509240 Win=36160 Len=0 TSval=19440531 TSecr=3736790916","443","443","62734","62734","29360"
"29361","3284.563954","17.253.27.195","192.168.111.43","TCP","1510","443  >  62735 [PSH, ACK] Seq=93370 Ack=1036 Win=64512 Len=1444 TSval=305726810 TSecr=4273546872 [TCP PDU reassembled in 29410]","62735","62735","443","443","29361"
"29362","3284.564004","192.168.111.43","17.253.27.195","TCP","66","62735  >  443 [ACK] Seq=1036 Ack=94814 Win=14464 Len=0 TSval=4273546919 TSecr=305726810","443","443","62735","62735","29362"
"29363","3284.572682","17.253.27.195","192.168.111.43","TCP","1510","443  >  62736 [PSH, ACK] Seq=102034 Ack=1031 Win=32256 Len=1444 TSval=2302950944 TSecr=3216239137 [TCP PDU reassembled in 29364]","62736","62736","443","443","29363"
"29364","3284.572684","17.253.27.195","192.168.111.43","TLSv1.3","1510","Application Data","62736","62736","443","443","29364"
"29365","3284.572686","17.253.27.195","192.168.111.43","TCP","1510","443  >  62735 [ACK] Seq=94814 Ack=1036 Win=64512 Len=1444 TSval=305726814 TSecr=4273546888 [TCP PDU reassembled in 29410]","62735","62735","443","443","29365"
"29366","3284.572687","17.253.27.195","192.168.111.43","TCP","1510","443  >  62734 [ACK] Seq=509240 Ack=1032 Win=32256 Len=1444 TSval=3736790922 TSecr=19440491 [TCP PDU reassembled in 29373]","62734","62734","443","443","29366"
"29367","3284.572688","17.253.27.195","192.168.111.43","TCP","1510","443  >  62734 [PSH, ACK] Seq=510684 Ack=1032 Win=32256 Len=1444 TSval=3736790922 TSecr=19440491 [TCP PDU reassembled in 29373]","62734","62734","443","443","29367"
"29368","3284.572690","17.253.27.195","192.168.111.43","TCP","1510","443  >  62736 [PSH, ACK] Seq=104922 Ack=1031 Win=32256 Len=1444 TSval=2302950949 TSecr=3216239137 [TCP PDU reassembled in 29423]","62736","62736","443","443","29368"
"29369","3284.572694","17.253.27.195","192.168.111.43","TCP","1510","443  >  62735 [PSH, ACK] Seq=96258 Ack=1036 Win=64512 Len=1444 TSval=305726817 TSecr=4273546888 [TCP PDU reassembled in 29410]","62735","62735","443","443","29369"
"29370","3284.572695","17.253.27.195","192.168.111.43","TCP","1510","443  >  62736 [ACK] Seq=106366 Ack=1031 Win=32256 Len=1444 TSval=2302950952 TSecr=3216239146 [TCP PDU reassembled in 29423]","62736","62736","443","443","29370"
"29371","3284.572697","17.253.27.195","192.168.111.43","TCP","1510","443  >  62735 [ACK] Seq=97702 Ack=1036 Win=64512 Len=1444 TSval=305726820 TSecr=4273546888 [TCP PDU reassembled in 29410]","62735","62735","443","443","29371"
"29372","3284.572698","17.253.27.195","192.168.111.43","TCP","1510","443  >  62734 [ACK] Seq=512128 Ack=1032 Win=32256 Len=1444 TSval=3736790928 TSecr=19440492 [TCP PDU reassembled in 29373]","62734","62734","443","443","29372"
"29373","3284.572699","17.253.27.195","192.168.111.43","TLSv1.3","1510","Application Data","62734","62734","443","443","29373"
"29374","3284.572701","17.253.27.195","192.168.111.43","TCP","1510","443  >  62736 [PSH, ACK] Seq=107810 Ack=1031 Win=32256 Len=1444 TSval=2302950954 TSecr=3216239146 [TCP PDU reassembled in 29423]","62736","62736","443","443","29374"
"29375","3284.572702","17.253.27.195","192.168.111.43","TCP","1510","443  >  62735 [PSH, ACK] Seq=99146 Ack=1036 Win=64512 Len=1444 TSval=305726823 TSecr=4273546888 [TCP PDU reassembled in 29410]","62735","62735","443","443","29375"
"29376","3284.572703","17.253.27.195","192.168.111.43","TCP","1510","443  >  62736 [ACK] Seq=109254 Ack=1031 Win=32256 Len=1444 TSval=2302950956 TSecr=3216239146 [TCP PDU reassembled in 29423]","62736","62736","443","443","29376"
"29377","3284.573091","192.168.111.43","17.253.27.195","TCP","66","62736  >  443 [ACK] Seq=1031 Ack=110698 Win=15936 Len=0 TSval=3216239179 TSecr=2302950956","443","443","62736","62736","29377"
"29378","3284.573092","192.168.111.43","17.253.27.195","TCP","66","62735  >  443 [ACK] Seq=1036 Ack=100590 Win=14464 Len=0 TSval=4273546928 TSecr=305726823","443","443","62735","62735","29378"
"29379","3284.573093","192.168.111.43","17.253.27.195","TCP","66","62734  >  443 [ACK] Seq=1032 Ack=515016 Win=36160 Len=0 TSval=19440542 TSecr=3736790928","443","443","62734","62734","29379"
"29380","3284.573615","17.253.27.195","192.168.111.43","TCP","1510","443  >  62734 [ACK] Seq=515016 Ack=1032 Win=32256 Len=1444 TSval=3736790932 TSecr=19440500 [TCP PDU reassembled in 29406]","62734","62734","443","443","29380"
"29381","3284.573616","17.253.27.195","192.168.111.43","TCP","1510","443  >  62734 [PSH, ACK] Seq=516460 Ack=1032 Win=32256 Len=1444 TSval=3736790932 TSecr=19440500 [TCP PDU reassembled in 29406]","62734","62734","443","443","29381"
"29382","3284.573666","192.168.111.43","17.253.27.195","TCP","66","62734  >  443 [ACK] Seq=1032 Ack=517904 Win=36160 Len=0 TSval=19440542 TSecr=3736790932","443","443","62734","62734","29382"
"29383","3284.574646","17.253.27.195","192.168.111.43","TCP","1510","443  >  62736 [PSH, ACK] Seq=110698 Ack=1031 Win=32256 Len=1444 TSval=2302950959 TSecr=3216239146 [TCP PDU reassembled in 29423]","62736","62736","443","443","29383"
"29384","3284.574647","17.253.27.195","192.168.111.43","TCP","1510","443  >  62735 [ACK] Seq=100590 Ack=1036 Win=64512 Len=1444 TSval=305726826 TSecr=4273546895 [TCP PDU reassembled in 29410]","62735","62735","443","443","29384"
"29385","3284.574648","17.253.27.195","192.168.111.43","TCP","1510","443  >  62736 [ACK] Seq=112142 Ack=1031 Win=32256 Len=1444 TSval=2302950961 TSecr=3216239151 [TCP PDU reassembled in 29423]","62736","62736","443","443","29385"
"29386","3284.574649","104.18.3.115","192.168.111.43","TLSv1.3","101","Application Data","62729","62729","443","443","29386"
"29387","3284.574650","17.253.27.195","192.168.111.43","TCP","1510","443  >  62735 [PSH, ACK] Seq=102034 Ack=1036 Win=64512 Len=1444 TSval=305726829 TSecr=4273546895 [TCP PDU reassembled in 29410]","62735","62735","443","443","29387"
"29388","3284.574651","17.253.27.195","192.168.111.43","TCP","1510","443  >  62734 [ACK] Seq=517904 Ack=1032 Win=32256 Len=1444 TSval=3736790937 TSecr=19440514 [TCP PDU reassembled in 29406]","62734","62734","443","443","29388"
"29389","3284.574652","17.253.27.195","192.168.111.43","TCP","1510","443  >  62734 [PSH, ACK] Seq=519348 Ack=1032 Win=32256 Len=1444 TSval=3736790937 TSecr=19440514 [TCP PDU reassembled in 29406]","62734","62734","443","443","29389"
"29390","3284.574654","17.253.27.195","192.168.111.43","TCP","1510","443  >  62734 [ACK] Seq=520792 Ack=1032 Win=32256 Len=1444 TSval=3736790941 TSecr=19440514 [TCP PDU reassembled in 29406]","62734","62734","443","443","29390"
"29391","3284.574655","17.253.27.195","192.168.111.43","TCP","1510","443  >  62734 [PSH, ACK] Seq=522236 Ack=1032 Win=32256 Len=1444 TSval=3736790941 TSecr=19440514 [TCP PDU reassembled in 29406]","62734","62734","443","443","29391"
"29392","3284.574725","192.168.111.43","17.253.27.195","TCP","66","62736  >  443 [ACK] Seq=1031 Ack=113586 Win=15936 Len=0 TSval=3216239181 TSecr=2302950961","443","443","62736","62736","29392"
"29393","3284.574750","192.168.111.43","17.253.27.195","TCP","66","62735  >  443 [ACK] Seq=1036 Ack=103478 Win=14464 Len=0 TSval=4273546930 TSecr=305726829","443","443","62735","62735","29393"
"29394","3284.574820","192.168.111.43","17.253.27.195","TCP","66","62734  >  443 [ACK] Seq=1032 Ack=523680 Win=36160 Len=0 TSval=19440544 TSecr=3736790941","443","443","62734","62734","29394"
"29395","3284.574886","192.168.111.43","104.18.3.115","TCP","66","62729  >  443 [ACK] Seq=1459 Ack=4860 Win=131072 Len=0 TSval=2540406950 TSecr=2433649897","443","443","62729","62729","29395"
"29396","3284.576511","17.253.27.195","192.168.111.43","TCP","1510","443  >  62734 [ACK] Seq=523680 Ack=1032 Win=32256 Len=1444 TSval=3736790945 TSecr=19440514 [TCP PDU reassembled in 29406]","62734","62734","443","443","29396"
"29397","3284.576512","17.253.27.195","192.168.111.43","TCP","1510","443  >  62734 [PSH, ACK] Seq=525124 Ack=1032 Win=32256 Len=1444 TSval=3736790945 TSecr=19440514 [TCP PDU reassembled in 29406]","62734","62734","443","443","29397"
"29398","3284.576514","17.8.137.5","192.168.111.43","TCP","66","443  >  62730 [ACK] Seq=76078 Ack=2579 Win=47104 Len=0 TSval=797738820 TSecr=1712731141","62730","62730","443","443","29398"
"29399","3284.576515","17.8.137.5","192.168.111.43","TCP","66","443  >  62730 [ACK] Seq=76078 Ack=4027 Win=65024 Len=0 TSval=797738820 TSecr=1712731141","62730","62730","443","443","29399"
"29400","3284.576515","17.8.137.5","192.168.111.43","TLSv1.3","101","Application Data","62730","62730","443","443","29400"
"29401","3284.576575","192.168.111.43","17.253.27.195","TCP","66","62734  >  443 [ACK] Seq=1032 Ack=526568 Win=36160 Len=0 TSval=19440546 TSecr=3736790945","443","443","62734","62734","29401"
"29402","3284.576645","192.168.111.43","17.8.137.5","TCP","66","62730  >  443 [ACK] Seq=4027 Ack=76113 Win=14528 Len=0 TSval=1712731273 TSecr=797738822","443","443","62730","62730","29402"
"29403","3284.578276","17.253.27.195","192.168.111.43","TCP","1510","443  >  62734 [ACK] Seq=526568 Ack=1032 Win=32256 Len=1444 TSval=3736790948 TSecr=19440514 [TCP PDU reassembled in 29406]","62734","62734","443","443","29403"
"29404","3284.578277","17.253.27.195","192.168.111.43","TCP","1510","443  >  62734 [PSH, ACK] Seq=528012 Ack=1032 Win=32256 Len=1444 TSval=3736790948 TSecr=19440514 [TCP PDU reassembled in 29406]","62734","62734","443","443","29404"
"29405","3284.578339","192.168.111.43","17.253.27.195","TCP","66","62734  >  443 [ACK] Seq=1032 Ack=529456 Win=36160 Len=0 TSval=19440548 TSecr=3736790948","443","443","62734","62734","29405"
"29406","3284.586908","17.253.27.195","192.168.111.43","TLSv1.3","1510","Application Data","62734","62734","443","443","29406"
"29407","3284.586910","17.253.27.195","192.168.111.43","TCP","1510","443  >  62734 [PSH, ACK] Seq=530900 Ack=1032 Win=32256 Len=1444 TSval=3736790952 TSecr=19440514 [TCP PDU reassembled in 29451]","62734","62734","443","443","29407"
"29408","3284.586955","192.168.111.43","17.253.27.195","TCP","66","62734  >  443 [ACK] Seq=1032 Ack=532344 Win=36160 Len=0 TSval=19440556 TSecr=3736790952","443","443","62734","62734","29408"
"29409","3284.601570","17.253.27.195","192.168.111.43","TCP","1510","443  >  62736 [PSH, ACK] Seq=113586 Ack=1031 Win=32256 Len=1444 TSval=2302950979 TSecr=3216239181 [TCP PDU reassembled in 29423]","62736","62736","443","443","29409"
"29410","3284.601572","17.253.27.195","192.168.111.43","TLSv1.3","1510","Application Data","62735","62735","443","443","29410"
"29411","3284.601573","17.253.27.195","192.168.111.43","TCP","1510","443  >  62736 [ACK] Seq=115030 Ack=1031 Win=32256 Len=1444 TSval=2302950980 TSecr=3216239181 [TCP PDU reassembled in 29423]","62736","62736","443","443","29411"
"29412","3284.601628","192.168.111.43","17.253.27.195","TCP","66","62736  >  443 [ACK] Seq=1031 Ack=116474 Win=15936 Len=0 TSval=3216239208 TSecr=2302950980","443","443","62736","62736","29412"
"29413","3284.601668","192.168.111.43","17.253.27.195","TCP","66","62735  >  443 [ACK] Seq=1036 Ack=104922 Win=14464 Len=0 TSval=4273546957 TSecr=305726846","443","443","62735","62735","29413"
"29414","3284.603322","17.253.27.195","192.168.111.43","TCP","1510","443  >  62735 [PSH, ACK] Seq=104922 Ack=1036 Win=64512 Len=1444 TSval=305726847 TSecr=4273546930 [TCP PDU reassembled in 29483]","62735","62735","443","443","29414"
"29415","3284.603324","17.253.27.195","192.168.111.43","TCP","1510","443  >  62734 [ACK] Seq=532344 Ack=1032 Win=32256 Len=1444 TSval=3736790956 TSecr=19440514 [TCP PDU reassembled in 29451]","62734","62734","443","443","29415"
"29416","3284.603325","17.253.27.195","192.168.111.43","TCP","1510","443  >  62734 [PSH, ACK] Seq=533788 Ack=1032 Win=32256 Len=1444 TSval=3736790956 TSecr=19440514 [TCP PDU reassembled in 29451]","62734","62734","443","443","29416"
"29417","3284.603326","17.253.27.195","192.168.111.43","TCP","1510","443  >  62736 [ACK] Seq=116474 Ack=1031 Win=32256 Len=1444 TSval=2302950982 TSecr=3216239181 [TCP PDU reassembled in 29423]","62736","62736","443","443","29417"
"29418","3284.603327","17.253.27.195","192.168.111.43","TCP","1510","443  >  62736 [PSH, ACK] Seq=117918 Ack=1031 Win=32256 Len=1444 TSval=2302950982 TSecr=3216239181 [TCP PDU reassembled in 29423]","62736","62736","443","443","29418"
"29419","3284.603328","17.253.27.195","192.168.111.43","TCP","1510","443  >  62735 [ACK] Seq=106366 Ack=1036 Win=64512 Len=1444 TSval=305726850 TSecr=4273546930 [TCP PDU reassembled in 29483]","62735","62735","443","443","29419"
"29420","3284.603329","17.253.27.195","192.168.111.43","TCP","1510","443  >  62734 [ACK] Seq=535232 Ack=1032 Win=32256 Len=1444 TSval=3736790960 TSecr=19440514 [TCP PDU reassembled in 29451]","62734","62734","443","443","29420"
"29421","3284.603331","17.253.27.195","192.168.111.43","TCP","1510","443  >  62734 [PSH, ACK] Seq=536676 Ack=1032 Win=32256 Len=1444 TSval=3736790960 TSecr=19440514 [TCP PDU reassembled in 29451]","62734","62734","443","443","29421"
"29422","3284.603332","17.253.27.195","192.168.111.43","TCP","1510","443  >  62735 [PSH, ACK] Seq=107810 Ack=1036 Win=64512 Len=1444 TSval=305726853 TSecr=4273546930 [TCP PDU reassembled in 29483]","62735","62735","443","443","29422"
"29423","3284.603333","17.253.27.195","192.168.111.43","TLSv1.3","1510","Application Data","62736","62736","443","443","29423"
"29424","3284.603334","17.253.27.195","192.168.111.43","TCP","1510","443  >  62736 [PSH, ACK] Seq=120806 Ack=1031 Win=32256 Len=1444 TSval=2302950987 TSecr=3216239181 [TCP PDU reassembled in 29495]","62736","62736","443","443","29424"
"29425","3284.603335","17.253.27.195","192.168.111.43","TCP","1510","443  >  62735 [ACK] Seq=109254 Ack=1036 Win=64512 Len=1444 TSval=305726855 TSecr=4273546930 [TCP PDU reassembled in 29483]","62735","62735","443","443","29425"
"29426","3284.603336","17.253.27.195","192.168.111.43","TCP","1510","443  >  62734 [ACK] Seq=538120 Ack=1032 Win=32256 Len=1444 TSval=3736790964 TSecr=19440546 [TCP PDU reassembled in 29451]","62734","62734","443","443","29426"
"29427","3284.603337","17.253.27.195","192.168.111.43","TCP","1510","443  >  62734 [PSH, ACK] Seq=539564 Ack=1032 Win=32256 Len=1444 TSval=3736790964 TSecr=19440546 [TCP PDU reassembled in 29451]","62734","62734","443","443","29427"
"29428","3284.603339","17.253.27.195","192.168.111.43","TCP","1510","443  >  62736 [ACK] Seq=122250 Ack=1031 Win=32256 Len=1444 TSval=2302950991 TSecr=3216239181 [TCP PDU reassembled in 29495]","62736","62736","443","443","29428"
"29429","3284.603340","17.253.27.195","192.168.111.43","TCP","1510","443  >  62736 [PSH, ACK] Seq=123694 Ack=1031 Win=32256 Len=1444 TSval=2302950991 TSecr=3216239181 [TCP PDU reassembled in 29495]","62736","62736","443","443","29429"
"29430","3284.603341","17.253.27.195","192.168.111.43","TCP","1510","443  >  62735 [PSH, ACK] Seq=110698 Ack=1036 Win=64512 Len=1444 TSval=305726858 TSecr=4273546930 [TCP PDU reassembled in 29483]","62735","62735","443","443","29430"
"29431","3284.603396","192.168.111.43","17.253.27.195","TCP","66","62735  >  443 [ACK] Seq=1036 Ack=112142 Win=15936 Len=0 TSval=4273546959 TSecr=305726858","443","443","62735","62735","29431"
"29432","3284.603429","192.168.111.43","17.253.27.195","TCP","66","62734  >  443 [ACK] Seq=1032 Ack=541008 Win=37568 Len=0 TSval=19440573 TSecr=3736790964","443","443","62734","62734","29432"
"29433","3284.603452","192.168.111.43","17.253.27.195","TCP","66","62736  >  443 [ACK] Seq=1031 Ack=125138 Win=15936 Len=0 TSval=3216239210 TSecr=2302950991","443","443","62736","62736","29433"
"29434","3284.612118","17.253.27.195","192.168.111.43","TCP","1510","443  >  62734 [ACK] Seq=541008 Ack=1032 Win=32256 Len=1444 TSval=3736790968 TSecr=19440548 [TCP PDU reassembled in 29451]","62734","62734","443","443","29434"
"29435","3284.612120","17.253.27.195","192.168.111.43","TCP","1510","443  >  62734 [PSH, ACK] Seq=542452 Ack=1032 Win=32256 Len=1444 TSval=3736790968 TSecr=19440548 [TCP PDU reassembled in 29451]","62734","62734","443","443","29435"
"29436","3284.612121","17.253.27.195","192.168.111.43","TCP","1510","443  >  62735 [ACK] Seq=112142 Ack=1036 Win=64512 Len=1444 TSval=305726860 TSecr=4273546930 [TCP PDU reassembled in 29483]","62735","62735","443","443","29436"
"29437","3284.612123","17.8.137.5","192.168.111.43","TCP","1514","443  >  62730 [ACK] Seq=76113 Ack=4027 Win=65024 Len=1448 TSval=797738844 TSecr=1712731141 [TCP PDU reassembled in 29439]","62730","62730","443","443","29437"
"29438","3284.612124","17.8.137.5","192.168.111.43","TCP","1514","443  >  62730 [ACK] Seq=77561 Ack=4027 Win=65024 Len=1448 TSval=797738844 TSecr=1712731141 [TCP PDU reassembled in 29439]","62730","62730","443","443","29438"
"29439","3284.612125","17.8.137.5","192.168.111.43","TLSv1.3","1514","Application Data","62730","62730","443","443","29439"
"29440","3284.612127","17.8.137.5","192.168.111.43","TCP","1514","443  >  62730 [ACK] Seq=80457 Ack=4027 Win=65024 Len=1448 TSval=797738844 TSecr=1712731141 [TCP PDU reassembled in 29707]","62730","62730","443","443","29440"
"29441","3284.612128","17.8.137.5","192.168.111.43","TCP","1514","443  >  62730 [ACK] Seq=81905 Ack=4027 Win=65024 Len=1448 TSval=797738844 TSecr=1712731141 [TCP PDU reassembled in 29707]","62730","62730","443","443","29441"
"29442","3284.612129","17.8.137.5","192.168.111.43","TCP","1514","443  >  62730 [ACK] Seq=83353 Ack=4027 Win=65024 Len=1448 TSval=797738844 TSecr=1712731141 [TCP PDU reassembled in 29707]","62730","62730","443","443","29442"
"29443","3284.612130","17.8.137.5","192.168.111.43","TCP","1514","443  >  62730 [ACK] Seq=84801 Ack=4027 Win=65024 Len=1448 TSval=797738844 TSecr=1712731141 [TCP PDU reassembled in 29707]","62730","62730","443","443","29443"
"29444","3284.612131","17.8.137.5","192.168.111.43","TCP","1514","443  >  62730 [ACK] Seq=86249 Ack=4027 Win=65024 Len=1448 TSval=797738844 TSecr=1712731141 [TCP PDU reassembled in 29707]","62730","62730","443","443","29444"
"29445","3284.612133","17.8.137.5","192.168.111.43","TCP","1514","443  >  62730 [ACK] Seq=87697 Ack=4027 Win=65024 Len=1448 TSval=797738844 TSecr=1712731141 [TCP PDU reassembled in 29707]","62730","62730","443","443","29445"
"29446","3284.612134","17.8.137.5","192.168.111.43","TCP","1514","443  >  62730 [ACK] Seq=89145 Ack=4027 Win=65024 Len=1448 TSval=797738844 TSecr=1712731141 [TCP PDU reassembled in 29707]","62730","62730","443","443","29446"
"29447","3284.612135","17.253.27.195","192.168.111.43","TCP","1510","443  >  62736 [ACK] Seq=125138 Ack=1031 Win=32256 Len=1444 TSval=2302950995 TSecr=3216239181 [TCP PDU reassembled in 29495]","62736","62736","443","443","29447"
"29448","3284.612136","17.253.27.195","192.168.111.43","TCP","1510","443  >  62736 [PSH, ACK] Seq=126582 Ack=1031 Win=32256 Len=1444 TSval=2302950995 TSecr=3216239181 [TCP PDU reassembled in 29495]","62736","62736","443","443","29448"
"29449","3284.612138","17.253.27.195","192.168.111.43","TCP","1510","443  >  62735 [PSH, ACK] Seq=113586 Ack=1036 Win=64512 Len=1444 TSval=305726863 TSecr=4273546930 [TCP PDU reassembled in 29483]","62735","62735","443","443","29449"
"29450","3284.612139","17.253.27.195","192.168.111.43","TCP","1510","443  >  62734 [ACK] Seq=543896 Ack=1032 Win=32256 Len=1444 TSval=3736790972 TSecr=19440548 [TCP PDU reassembled in 29451]","62734","62734","443","443","29450"
"29451","3284.612141","17.253.27.195","192.168.111.43","TLSv1.3","1510","Application Data","62734","62734","443","443","29451"
"29452","3284.612142","17.253.27.195","192.168.111.43","TCP","1510","443  >  62735 [ACK] Seq=115030 Ack=1036 Win=64512 Len=1444 TSval=305726866 TSecr=4273546930 [TCP PDU reassembled in 29483]","62735","62735","443","443","29452"
"29453","3284.612144","17.253.27.195","192.168.111.43","TCP","1510","443  >  62736 [ACK] Seq=128026 Ack=1031 Win=32256 Len=1444 TSval=2302950999 TSecr=3216239181 [TCP PDU reassembled in 29495]","62736","62736","443","443","29453"
"29454","3284.612145","17.253.27.195","192.168.111.43","TCP","118","443  >  62736 [PSH, ACK] Seq=129470 Ack=1031 Win=32256 Len=52 TSval=2302950999 TSecr=3216239181 [TCP PDU reassembled in 29495]","62736","62736","443","443","29454"
"29455","3284.612224","192.168.111.43","17.253.27.195","TCP","66","62734  >  443 [ACK] Seq=1032 Ack=546784 Win=37568 Len=0 TSval=19440582 TSecr=3736790972","443","443","62734","62734","29455"
"29456","3284.612265","192.168.111.43","17.253.27.195","TCP","66","62735  >  443 [ACK] Seq=1036 Ack=116474 Win=15936 Len=0 TSval=4273546968 TSecr=305726866","443","443","62735","62735","29456"
"29457","3284.612292","192.168.111.43","17.253.27.195","TCP","66","62736  >  443 [ACK] Seq=1031 Ack=129522 Win=17344 Len=0 TSval=3216239219 TSecr=2302950999","443","443","62736","62736","29457"
"29458","3284.612319","192.168.111.43","17.8.137.5","TCP","66","62730  >  443 [ACK] Seq=4027 Ack=90593 Win=15936 Len=0 TSval=1712731309 TSecr=797738844","443","443","62730","62730","29458"
"29459","3284.613720","17.253.27.195","192.168.111.43","TCP","1510","443  >  62734 [ACK] Seq=546784 Ack=1032 Win=32256 Len=1444 TSval=3736790976 TSecr=19440548 [TCP PDU reassembled in 29473]","62734","62734","443","443","29459"
"29460","3284.613722","17.253.27.195","192.168.111.43","TCP","1510","443  >  62734 [PSH, ACK] Seq=548228 Ack=1032 Win=32256 Len=1444 TSval=3736790976 TSecr=19440548 [TCP PDU reassembled in 29473]","62734","62734","443","443","29460"
"29461","3284.613724","17.253.27.195","192.168.111.43","TCP","1510","443  >  62734 [ACK] Seq=549672 Ack=1032 Win=32256 Len=1444 TSval=3736790979 TSecr=19440556 [TCP PDU reassembled in 29473]","62734","62734","443","443","29461"
"29462","3284.613725","17.253.27.195","192.168.111.43","TCP","1510","443  >  62734 [PSH, ACK] Seq=551116 Ack=1032 Win=32256 Len=1444 TSval=3736790979 TSecr=19440556 [TCP PDU reassembled in 29473]","62734","62734","443","443","29462"
"29463","3284.613726","17.253.27.195","192.168.111.43","TCP","1510","443  >  62734 [ACK] Seq=552560 Ack=1032 Win=32256 Len=1444 TSval=3736790983 TSecr=19440556 [TCP PDU reassembled in 29473]","62734","62734","443","443","29463"
"29464","3284.613728","17.253.27.195","192.168.111.43","TCP","1510","443  >  62734 [PSH, ACK] Seq=554004 Ack=1032 Win=32256 Len=1444 TSval=3736790983 TSecr=19440556 [TCP PDU reassembled in 29473]","62734","62734","443","443","29464"
