"No.","Time","Source","Destination","Protocol","Length","Info","dest (r)","dest(u)","src (r)","src(u)","New Column"
"47632","2865.596156","192.168.111.43","104.18.3.115","TLSv1.3","583","Client Hello (SNI=openrouter.ai)","443","443","52102","52102","47632"
"47633","2865.616867","104.18.3.115","192.168.111.43","TCP","66","443  >  52102 [ACK] Seq=1 Ack=518 Win=131072 Len=0 TSval=1773187364 TSecr=400820390","52102","52102","443","443","47633"
"47634","2865.616869","104.18.3.115","192.168.111.43","TLSv1.3","1514","Server Hello, Change Cipher Spec","52102","52102","443","443","47634"
"47635","2865.616870","104.18.3.115","192.168.111.43","TLSv1.3","1465","Application Data","52102","52102","443","443","47635"
"47636","2865.617008","192.168.111.43","104.18.3.115","TCP","66","52102  >  443 [ACK] Seq=518 Ack=2848 Win=128960 Len=0 TSval=400820411 TSecr=1773187365","443","443","52102","52102","47636"
"47637","2865.620330","192.168.111.43","104.18.3.115","TLSv1.3","146","Change Cipher Spec, Application Data","443","443","52102","52102","47637"
"47638","2865.620635","192.168.111.43","104.18.3.115","TLSv1.3","685","Application Data","443","443","52102","52102","47638"
"47639","2865.620710","192.168.111.43","104.18.3.115","TLSv1.3","315","Application Data","443","443","52102","52102","47639"
"47640","2865.641799","104.18.3.115","192.168.111.43","TCP","66","443  >  52102 [ACK] Seq=2848 Ack=1217 Win=131072 Len=0 TSval=1773187390 TSecr=400820414","52102","52102","443","443","47640"
"47641","2865.689422","104.18.3.115","192.168.111.43","TCP","66","443  >  52102 [ACK] Seq=2848 Ack=1466 Win=131072 Len=0 TSval=1773187436 TSecr=400820414","52102","52102","443","443","47641"
"47642","2865.928693","8a:96:dd:09:e9:d0","Broadcast","ARP","60","Who has 192.168.111.251? Tell 192.168.111.75","","","","","47642"
"47643","2866.027810","104.18.3.115","192.168.111.43","TLSv1.3","1130","Application Data, Application Data","52102","52102","443","443","47643"
"47644","2866.027951","192.168.111.43","104.18.3.115","TCP","66","52102  >  443 [ACK] Seq=1466 Ack=3912 Win=129984 Len=0 TSval=400820822 TSecr=1773187680","443","443","52102","52102","47644"
"47645","2866.140170","104.18.3.115","192.168.111.43","TLSv1.3","104","Application Data","52102","52102","443","443","47645"
"47646","2866.140305","192.168.111.43","104.18.3.115","TCP","66","52102  >  443 [ACK] Seq=1466 Ack=3950 Win=131008 Len=0 TSval=400820934 TSecr=1773187880","443","443","52102","52102","47646"
"47647","2866.230439","8a:96:dd:09:e9:d0","Broadcast","ARP","60","Who has 192.168.111.94? Tell 192.168.111.75","","","","","47647"
"47648","2866.543161","8a:96:dd:09:e9:d0","Broadcast","ARP","60","Who has 192.168.111.102? Tell 192.168.111.75","","","","","47648"
"47649","2866.642372","104.18.3.115","192.168.111.43","TLSv1.3","102","Application Data","52102","52102","443","443","47649"
"47650","2866.642525","192.168.111.43","104.18.3.115","TCP","66","52102  >  443 [ACK] Seq=1466 Ack=3986 Win=131008 Len=0 TSval=400821436 TSecr=1773188298","443","443","52102","52102","47650"
"47651","2866.844469","8a:96:dd:09:e9:d0","Broadcast","ARP","60","Who has 192.168.111.251? Tell 192.168.111.75","","","","","47651"
"47652","2867.051007","104.18.3.115","192.168.111.43","TLSv1.3","101","Application Data","52102","52102","443","443","47652"
"47653","2867.051147","192.168.111.43","104.18.3.115","TCP","66","52102  >  443 [ACK] Seq=1466 Ack=4021 Win=131008 Len=0 TSval=400821845 TSecr=1773188717","443","443","52102","52102","47653"
"47654","2867.151964","8a:96:dd:09:e9:d0","Broadcast","ARP","60","Who has 192.168.111.245? Tell 192.168.111.75","","","","","47654"
"47655","2867.563427","104.18.3.115","192.168.111.43","TLSv1.3","101","Application Data","52102","52102","443","443","47655"
"47656","2867.563428","104.18.3.115","192.168.111.43","TLSv1.3","1449","Application Data","52102","52102","443","443","47656"
"47657","2867.563430","104.18.3.115","192.168.111.43","TLSv1.3","103","Application Data","52102","52102","443","443","47657"
"47658","2867.563431","104.18.3.115","192.168.111.43","TLSv1.3","93","Application Data","52102","52102","443","443","47658"
"47659","2867.563582","192.168.111.43","104.18.3.115","TCP","66","52102  >  443 [ACK] Seq=1466 Ack=5503 Win=129536 Len=0 TSval=400822358 TSecr=1773189260","443","443","52102","52102","47659"
"47660","2867.765988","8a:96:dd:09:e9:d0","Broadcast","ARP","60","Who has 192.168.111.87? Tell 192.168.111.75","","","","","47660"
"47661","2868.385181","8a:96:dd:09:e9:d0","Broadcast","ARP","60","Who has 192.168.111.51? Tell 192.168.111.75","","","","","47661"
"47662","2868.692110","8a:96:dd:09:e9:d0","Broadcast","ARP","60","Who has 192.168.111.87? Tell 192.168.111.75","","","","","47662"
"47663","2868.999875","8a:96:dd:09:e9:d0","Broadcast","ARP","60","Who has 192.168.111.93? Tell 192.168.111.75","","","","","47663"
"47664","2869.309870","8a:96:dd:09:e9:d0","Broadcast","ARP","60","Who has 192.168.111.102? Tell 192.168.111.75","","","","","47664"
"47665","2869.613104","6a:40:3f:1e:c4:aa","Broadcast","ARP","42","Who has 192.168.111.52? Tell 192.168.111.153","","","","","47665"
"47666","2869.926289","8a:96:dd:09:e9:d0","Broadcast","ARP","60","Who has 192.168.111.136? Tell 192.168.111.75","","","","","47666"
"47667","2870.226895","8a:96:dd:09:e9:d0","Broadcast","ARP","60","Who has 192.168.111.19? Tell 192.168.111.75","","","","","47667"
"47668","2870.540042","192.168.111.102","224.0.0.251","MDNS","433","Standard query response 0x0000 PTR Savanahâ\200\231s MacBook Air._companion-link._tcp.local TXT TXT, cache flush AAAA, cache flush fe80::104a:8c24:10a4:557 A, cache flush 192.168.111.102 SRV, cache flush 0 0 49493 Savanahs-MacBook-Air.local NSEC, cache flush Savanahâ\200\231s MacBook Air._companion-link._tcp.local NSEC, cache flush Savanahs-MacBook-Air.local","5353","5353","5353","5353","47668"
"47669","2870.744674","17.57.144.134","192.168.111.43","TLSv1.2","437","Application Data","51509","51509","5223","5223","47669"
"47670","2870.744676","17.57.144.134","192.168.111.43","TLSv1.2","428","Application Data","51509","51509","5223","5223","47670"
"47671","2870.744677","17.57.144.134","192.168.111.43","TCP","428","[TCP Retransmission] 5223  >  51509 [PSH, ACK] Seq=3598 Ack=29230 Win=249 Len=362 TSval=3896402416 TSecr=2315115703","51509","51509","5223","5223","47671"
"47672","2870.744853","192.168.111.43","17.57.144.134","TCP","66","51509  >  5223 [ACK] Seq=29230 Ack=3960 Win=2036 Len=0 TSval=2315125421 TSecr=3896402330","5223","5223","51509","51509","47672"
"47673","2870.744931","192.168.111.43","17.57.144.134","TCP","78","[TCP Dup ACK 47672#1] 51509  >  5223 [ACK] Seq=29230 Ack=3960 Win=2036 Len=0 TSval=2315125421 TSecr=3896402416 SLE=3598 SRE=3960","5223","5223","51509","51509","47673"
"47674","2870.748824","192.168.111.43","17.57.144.134","TLSv1.2","98","Application Data","5223","5223","51509","51509","47674"
"47675","2870.750858","192.168.111.43","17.57.144.134","TLSv1.2","98","Application Data","5223","5223","51509","51509","47675"
"47676","2870.784240","17.57.144.134","192.168.111.43","TCP","66","5223  >  51509 [ACK] Seq=3960 Ack=29262 Win=249 Len=0 TSval=3896402503 TSecr=2315125425","51509","51509","5223","5223","47676"
"47677","2870.784242","17.57.144.134","192.168.111.43","TCP","66","[TCP Dup ACK 47676#1] 5223  >  51509 [ACK] Seq=3960 Ack=29262 Win=249 Len=0 TSval=3896402503 TSecr=2315125425","51509","51509","5223","5223","47677"
"47678","2870.784243","17.57.144.134","192.168.111.43","TCP","66","5223  >  51509 [ACK] Seq=3960 Ack=29294 Win=249 Len=0 TSval=3896402508 TSecr=2315125427","51509","51509","5223","5223","47678"
"47679","2870.844101","fe80::104a:8c24:10a4:557","ff02::fb","MDNS","453","Standard query response 0x0000 PTR Savanahâ\200\231s MacBook Air._companion-link._tcp.local TXT TXT, cache flush AAAA, cache flush fe80::104a:8c24:10a4:557 A, cache flush 192.168.111.102 SRV, cache flush 0 0 49493 Savanahs-MacBook-Air.local NSEC, cache flush Savanahâ\200\231s MacBook Air._companion-link._tcp.local NSEC, cache flush Savanahs-MacBook-Air.local","5353","5353","5353","5353","47679"
"47680","2870.867730","192.168.111.43","17.248.206.37","QUIC","1242","Initial, DCID=263e86a565efc80e, PKN: 0, CRYPTO, PADDING","443","443","63785","63785","47680"
"47681","2870.868435","192.168.111.43","192.168.111.1","DNS","78","Standard query 0xea10 HTTPS mask.apple-dns.net","53","53","59684","59684","47681"
"47682","2870.868567","192.168.111.43","192.168.111.1","DNS","78","Standard query 0x11aa A mask.apple-dns.net","53","53","56426","56426","47682"
"47683","2870.871871","192.168.111.1","192.168.111.43","DNS","206","Standard query response 0x11aa A mask.apple-dns.net A 17.248.168.136 A 17.248.168.105 A 17.248.168.139 A 17.248.168.138 A 17.248.168.220 A 17.248.168.200 A 17.248.168.106 A 17.248.168.203","56426","56426","53","53","47683"
"47684","2870.883248","192.168.111.1","192.168.111.43","DNS","163","Standard query response 0xea10 HTTPS mask.apple-dns.net SOA ns-1096.awsdns-09.org","59684","59684","53","53","47684"
"47685","2870.889085","192.168.111.43","17.248.168.136","QUIC","1392","Initial, DCID=07031b11fe1b5722, SCID=c9579e56129c625f, PKN: 0, CRYPTO, PADDING","443","443","61796","61796","47685"
"47686","2870.913422","17.248.168.136","192.168.111.43","QUIC","1242","Handshake, DCID=c9579e56129c625f, SCID=0189469cebd19bf4bff51938a24d581789a39daa","61796","61796","443","443","47686"
"47687","2870.916287","192.168.111.43","17.248.168.136","QUIC","156","Handshake, DCID=0189469cebd19bf4bff51938a24d581789a39daa, SCID=c9579e56129c625f","443","443","61796","61796","47687"
"47688","2870.916338","192.168.111.43","17.248.168.136","QUIC","1392","Initial, DCID=0189469cebd19bf4bff51938a24d581789a39daa, SCID=c9579e56129c625f, PKN: 1, ACK, PADDING","443","443","61796","61796","47688"
"47689","2870.918087","192.168.111.43","17.248.168.136","QUIC","768","Protected Payload (KP0), DCID=0189469cebd19bf4bff51938a24d581789a39daa","443","443","61796","61796","47689"
"47690","2870.918826","192.168.111.43","17.248.168.136","QUIC","732","Protected Payload (KP0), DCID=0189469cebd19bf4bff51938a24d581789a39daa","443","443","61796","61796","47690"
"47691","2870.918960","192.168.111.43","17.248.168.136","QUIC","164","Protected Payload (KP0), DCID=0189469cebd19bf4bff51938a24d581789a39daa","443","443","61796","61796","47691"
"47692","2870.940064","17.248.168.136","192.168.111.43","QUIC","861","Protected Payload (KP0), DCID=c9579e56129c625f","61796","61796","443","443","47692"
"47693","2870.940066","17.248.168.136","192.168.111.43","QUIC","74","Protected Payload (KP0), DCID=c9579e56129c625f","61796","61796","443","443","47693"
"47694","2870.940067","17.248.168.136","192.168.111.43","QUIC","74","Protected Payload (KP0), DCID=c9579e56129c625f","61796","61796","443","443","47694"
"47695","2870.940067","17.248.168.136","192.168.111.43","QUIC","99","Protected Payload (KP0), DCID=c9579e56129c625f","61796","61796","443","443","47695"
"47696","2870.940068","17.248.168.136","192.168.111.43","QUIC","73","Protected Payload (KP0), DCID=c9579e56129c625f","61796","61796","443","443","47696"
"47697","2870.940069","17.248.168.136","192.168.111.43","QUIC","307","Protected Payload (KP0), DCID=c9579e56129c625f","61796","61796","443","443","47697"
"47698","2870.940070","17.248.168.136","192.168.111.43","QUIC","395","Protected Payload (KP0), DCID=c9579e56129c625f","61796","61796","443","443","47698"
"47699","2870.941126","192.168.111.43","17.248.168.136","QUIC","85","Protected Payload (KP0), DCID=0189469cebd19bf4bff51938a24d581789a39daa","443","443","61796","61796","47699"
"47700","2871.149115","192.168.111.153","224.0.0.251","MDNS","480","Standard query response 0x0000 PTR Jinghanâ\200\231s MacBook Air (3)._companion-link._tcp.local TXT TXT, cache flush AAAA, cache flush fe80::14b1:b87c:9ecd:3901 A, cache flush 192.168.111.153 SRV, cache flush 0 0 54204 Jinghans-MacBook-Air-4.local NSEC, cache flush Jinghanâ\200\231s MacBook Air (3)._companion-link._tcp.local NSEC, cache flush Jinghans-MacBook-Air-4.local","5353","5353","5353","5353","47700"
"47701","2871.336450","192.168.111.43","17.248.203.64","TCP","78","52103  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1830328186 TSecr=0 SACK_PERM","443","443","52103","52103","47701"
"47702","2871.338010","192.168.111.43","17.248.203.64","QUIC","1242","Initial, DCID=95607f9f20654266, PKN: 0, CRYPTO, PADDING","443","443","58755","58755","47702"
"47703","2871.367292","17.248.203.64","192.168.111.43","TCP","74","443  >  52103 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=519708582 TSecr=1830328186 WS=2048","52103","52103","443","443","47703"
"47704","2871.367517","192.168.111.43","17.248.203.64","TCP","66","52103  >  443 [ACK] Seq=1 Ack=1 Win=131712 Len=0 TSval=1830328218 TSecr=519708582","443","443","52103","52103","47704"
"47705","2871.368437","192.168.111.43","17.248.203.64","TLSv1.3","583","Client Hello (SNI=gateway.icloud.com)","443","443","52103","52103","47705"
"47706","2871.399342","17.248.203.64","192.168.111.43","TCP","66","443  >  52103 [ACK] Seq=1 Ack=518 Win=65536 Len=0 TSval=519708614 TSecr=1830328219","52103","52103","443","443","47706"
"47707","2871.402600","17.248.203.64","192.168.111.43","TLSv1.3","1514","Server Hello, Change Cipher Spec, Application Data","52103","52103","443","443","47707"
"47708","2871.402602","17.248.203.64","192.168.111.43","TCP","1514","443  >  52103 [PSH, ACK] Seq=1449 Ack=518 Win=65536 Len=1448 TSval=519708615 TSecr=1830328219 [TCP PDU reassembled in 47709]","52103","52103","443","443","47708"
"47709","2871.402603","17.248.203.64","192.168.111.43","TLSv1.3","760","Application Data, Application Data, Application Data","52103","52103","443","443","47709"
"47710","2871.402738","192.168.111.43","17.248.203.64","TCP","66","52103  >  443 [ACK] Seq=518 Ack=3591 Win=128128 Len=0 TSval=1830328253 TSecr=519708615","443","443","52103","52103","47710"
"47711","2871.424989","192.168.111.43","17.248.203.64","TLSv1.3","146","Change Cipher Spec, Application Data","443","443","52103","52103","47711"
"47712","2871.436594","192.168.111.43","17.248.203.64","TLSv1.3","1408","Application Data","443","443","52103","52103","47712"
"47713","2871.436963","192.168.111.43","17.248.203.64","TLSv1.3","484","Application Data","443","443","52103","52103","47713"
"47714","2871.437090","192.168.111.43","17.248.203.64","TLSv1.3","97","Application Data","443","443","52103","52103","47714"
"47715","2871.457007","192.168.111.153","224.0.0.251","MDNS","233","Standard query 0x0000 PTR _airplay._tcp.local, ""QM"" question PTR _apple-mobdev._tcp.local, ""QM"" question PTR 91ed07f6._sub._apple-mobdev2._tcp.local, ""QM"" question PTR _apple-pairable._tcp.local, ""QM"" question PTR Zachâ\200\231s MacBook Air._airplay._tcp.local PTR Jinghanâ\200\231s MacBook Air (3)._airplay._tcp.local","5353","5353","5353","5353","47715"
"47716","2871.457009","17.248.203.64","192.168.111.43","TLSv1.3","369","Application Data","52103","52103","443","443","47716"
"47717","2871.457010","17.248.203.64","192.168.111.43","TLSv1.3","369","Application Data","52103","52103","443","443","47717"
"47718","2871.457011","17.248.203.64","192.168.111.43","TLSv1.3","128","Application Data","52103","52103","443","443","47718"
"47719","2871.457465","192.168.111.43","17.248.203.64","TCP","66","52103  >  443 [ACK] Seq=2389 Ack=4259 Win=130368 Len=0 TSval=1830328308 TSecr=519708663","443","443","52103","52103","47719"
"47720","2871.458059","192.168.111.43","17.248.203.64","TLSv1.3","97","Application Data","443","443","52103","52103","47720"
"47721","2871.459767","17.248.203.64","192.168.111.43","TLSv1.3","97","Application Data","52103","52103","443","443","47721"
"47722","2871.459827","192.168.111.43","17.248.203.64","TCP","66","52103  >  443 [ACK] Seq=2420 Ack=4290 Win=131008 Len=0 TSval=1830328310 TSecr=519708676","443","443","52103","52103","47722"
"47723","2871.468215","17.248.203.64","192.168.111.43","TLSv1.3","101","Application Data","52103","52103","443","443","47723"
"47724","2871.468275","192.168.111.43","17.248.203.64","TCP","66","52103  >  443 [ACK] Seq=2420 Ack=4325 Win=131008 Len=0 TSval=1830328318 TSecr=519708680","443","443","52103","52103","47724"
"47725","2871.488325","17.248.203.64","192.168.111.43","TCP","66","443  >  52103 [ACK] Seq=4325 Ack=2420 Win=71680 Len=0 TSval=519708703 TSecr=1830328286","52103","52103","443","443","47725"
"47726","2871.514475","17.248.203.64","192.168.111.43","TLSv1.3","755","Application Data","52103","52103","443","443","47726"
"47727","2871.514633","192.168.111.43","17.248.203.64","TCP","66","52103  >  443 [ACK] Seq=2420 Ack=5014 Win=130368 Len=0 TSval=1830328365 TSecr=519708727","443","443","52103","52103","47727"
"47728","2871.535600","192.168.111.43","17.248.203.64","TLSv1.3","205","Application Data","443","443","52103","52103","47728"
"47729","2871.535979","192.168.111.43","17.248.203.64","TLSv1.3","475","Application Data","443","443","52103","52103","47729"
"47730","2871.536116","192.168.111.43","17.248.203.64","TLSv1.3","97","Application Data","443","443","52103","52103","47730"
"47731","2871.562560","17.248.203.64","192.168.111.43","TCP","66","443  >  52103 [ACK] Seq=5014 Ack=2968 Win=75776 Len=0 TSval=519708777 TSecr=1830328385","52103","52103","443","443","47731"
"47732","2871.562562","17.248.203.64","192.168.111.43","TLSv1.3","101","Application Data","52103","52103","443","443","47732"
"47733","2871.562754","192.168.111.43","17.248.203.64","TCP","66","52103  >  443 [ACK] Seq=2999 Ack=5049 Win=131008 Len=0 TSval=1830328413 TSecr=519708777","443","443","52103","52103","47733"
"47734","2871.604060","17.248.203.64","192.168.111.43","TLSv1.3","683","Application Data","52103","52103","443","443","47734"
"47735","2871.604265","192.168.111.43","17.248.203.64","TCP","66","52103  >  443 [ACK] Seq=2999 Ack=5666 Win=130432 Len=0 TSval=1830328454 TSecr=519708818","443","443","52103","52103","47735"
"47736","2872.072003","192.168.111.153","224.0.0.251","MDNS","152","Standard query response 0x0000 TXT","5353","5353","5353","5353","47736"
"47737","2872.378637","8a:96:dd:09:e9:d0","Broadcast","ARP","60","Who has 192.168.111.204? Tell 192.168.111.75","","","","","47737"
"47738","2872.479203","17.57.144.134","192.168.111.43","TLSv1.2","417","Application Data","51509","51509","5223","5223","47738"
"47739","2872.479206","17.57.144.134","192.168.111.43","TLSv1.2","427","Application Data","51509","51509","5223","5223","47739"
"47740","2872.479423","192.168.111.43","17.57.144.134","TCP","66","51509  >  5223 [ACK] Seq=29294 Ack=4672 Win=2036 Len=0 TSval=2315127155 TSecr=3896404114","5223","5223","51509","51509","47740"
"47741","2872.482568","192.168.111.43","17.57.144.134","TLSv1.2","98","Application Data","5223","5223","51509","51509","47741"
"47742","2872.484605","192.168.111.43","17.57.144.134","TLSv1.2","97","Application Data","5223","5223","51509","51509","47742"
"47743","2872.509974","17.57.144.134","192.168.111.43","TCP","66","5223  >  51509 [ACK] Seq=4672 Ack=29326 Win=249 Len=0 TSval=3896404242 TSecr=2315127159","51509","51509","5223","5223","47743"
"47744","2872.517493","192.168.111.43","17.248.203.64","TLSv1.3","229","Application Data","443","443","52103","52103","47744"
"47745","2872.517831","192.168.111.43","17.248.203.64","TLSv1.3","481","Application Data","443","443","52103","52103","47745"
"47746","2872.517962","192.168.111.43","17.248.203.64","TLSv1.3","97","Application Data","443","443","52103","52103","47746"
"47747","2872.525375","17.57.144.134","192.168.111.43","TCP","66","5223  >  51509 [ACK] Seq=4672 Ack=29357 Win=249 Len=0 TSval=3896404248 TSecr=2315127161","51509","51509","5223","5223","47747"
"47748","2872.549008","17.248.203.64","192.168.111.43","TCP","66","443  >  52103 [ACK] Seq=5666 Ack=3608 Win=81920 Len=0 TSval=519709759 TSecr=1830329367","52103","52103","443","443","47748"
"47749","2872.579293","17.248.203.64","192.168.111.43","TLSv1.3","756","Application Data","52103","52103","443","443","47749"
"47750","2872.579364","192.168.111.43","192.168.111.1","DNS","109","Standard query 0x5198 A 82941a95111845fb8d887e983462d2c4.zephaniahdev.com","53","53","57389","57389","47750"
"47751","2872.579406","192.168.111.43","17.248.203.64","TCP","66","52103  >  443 [ACK] Seq=3608 Ack=6356 Win=130368 Len=0 TSval=1830329430 TSecr=519709793","443","443","52103","52103","47751"
"47752","2872.598212","192.168.111.43","17.248.203.64","TLSv1.3","197","Application Data","443","443","52103","52103","47752"
"47753","2872.598670","192.168.111.43","17.248.203.64","TLSv1.3","474","Application Data","443","443","52103","52103","47753"
"47754","2872.598811","192.168.111.43","17.248.203.64","TLSv1.3","97","Application Data","443","443","52103","52103","47754"
"47755","2872.622838","17.248.203.64","192.168.111.43","TCP","66","443  >  52103 [ACK] Seq=6356 Ack=4147 Win=86016 Len=0 TSval=519709838 TSecr=1830329448","52103","52103","443","443","47755"
"47756","2872.622840","17.248.203.64","192.168.111.43","TLSv1.3","101","Application Data","52103","52103","443","443","47756"
"47757","2872.623039","192.168.111.43","17.248.203.64","TCP","66","52103  >  443 [ACK] Seq=4178 Ack=6391 Win=131008 Len=0 TSval=1830329473 TSecr=519709838","443","443","52103","52103","47757"
"47758","2872.626032","192.168.111.1","192.168.111.43","DNS","175","Standard query response 0x5198 No such name A 82941a95111845fb8d887e983462d2c4.zephaniahdev.com SOA ns1.dns-parking.com","57389","57389","53","53","47758"
"47759","2872.666346","17.248.203.64","192.168.111.43","TLSv1.3","682","Application Data","52103","52103","443","443","47759"
"47760","2872.666573","192.168.111.43","17.248.203.64","TCP","66","52103  >  443 [ACK] Seq=4178 Ack=7007 Win=130432 Len=0 TSval=1830329517 TSecr=519709882","443","443","52103","52103","47760"
"47761","2872.681753","8a:96:dd:09:e9:d0","Broadcast","ARP","60","Who has 192.168.111.246? Tell 192.168.111.75","","","","","47761"
"47762","2872.714585","192.168.111.43","17.248.203.64","TLSv1.3","213","Application Data","443","443","52103","52103","47762"
"47763","2872.714942","192.168.111.43","17.248.203.64","TLSv1.3","480","Application Data","443","443","52103","52103","47763"
"47764","2872.715123","192.168.111.43","17.248.203.64","TLSv1.3","97","Application Data","443","443","52103","52103","47764"
"47765","2872.749096","17.248.203.64","192.168.111.43","TCP","66","443  >  52103 [ACK] Seq=7007 Ack=4770 Win=86016 Len=0 TSval=519709962 TSecr=1830329565","52103","52103","443","443","47765"
"47766","2872.794629","17.248.203.64","192.168.111.43","TLSv1.3","692","Application Data","52103","52103","443","443","47766"
"47767","2872.794807","192.168.111.43","17.248.203.64","TCP","66","52103  >  443 [ACK] Seq=4770 Ack=7633 Win=130432 Len=0 TSval=1830329645 TSecr=519710003","443","443","52103","52103","47767"
"47768","2872.815478","192.168.111.43","17.248.203.64","TLSv1.3","215","Application Data","443","443","52103","52103","47768"
"47769","2872.815953","192.168.111.43","17.248.203.64","TLSv1.3","474","Application Data","443","443","52103","52103","47769"
"47770","2872.816078","192.168.111.43","17.248.203.64","TLSv1.3","97","Application Data","443","443","52103","52103","47770"
"47771","2872.845463","17.248.203.64","192.168.111.43","TCP","66","443  >  52103 [ACK] Seq=7633 Ack=5358 Win=86016 Len=0 TSval=519710061 TSecr=1830329665","52103","52103","443","443","47771"
"47772","2872.885762","17.248.203.64","192.168.111.43","TLSv1.3","686","Application Data","52103","52103","443","443","47772"
"47773","2872.885864","192.168.111.43","17.248.203.64","TCP","66","52103  >  443 [ACK] Seq=5358 Ack=8253 Win=130432 Len=0 TSval=1830329736 TSecr=519710095","443","443","52103","52103","47773"
"47774","2872.991471","8a:96:dd:09:e9:d0","Broadcast","ARP","60","Who has 192.168.111.14? Tell 192.168.111.75","","","","","47774"
"47775","2873.300408","8a:96:dd:09:e9:d0","Broadcast","ARP","60","Who has 192.168.111.163? Tell 192.168.111.75","","","","","47775"
"47776","2873.401664","17.57.144.134","192.168.111.43","TLSv1.2","417","Application Data","51509","51509","5223","5223","47776"
"47777","2873.401666","17.57.144.134","192.168.111.43","TLSv1.2","428","Application Data","51509","51509","5223","5223","47777"
"47778","2873.401853","192.168.111.43","17.57.144.134","TCP","66","51509  >  5223 [ACK] Seq=29357 Ack=5385 Win=2036 Len=0 TSval=2315128078 TSecr=3896405100","5223","5223","51509","51509","47778"
"47779","2873.405192","192.168.111.43","17.57.144.134","TLSv1.2","98","Application Data","5223","5223","51509","51509","47779"
"47780","2873.406659","192.168.111.43","17.57.144.134","TLSv1.2","98","Application Data","5223","5223","51509","51509","47780"
"47781","2873.441230","192.168.111.43","17.248.203.64","TLSv1.3","211","Application Data","443","443","52103","52103","47781"
"47782","2873.441566","192.168.111.43","17.248.203.64","TLSv1.3","482","Application Data","443","443","52103","52103","47782"
"47783","2873.441676","192.168.111.43","17.248.203.64","TLSv1.3","97","Application Data","443","443","52103","52103","47783"
"47784","2873.442924","17.57.144.134","192.168.111.43","TCP","66","5223  >  51509 [ACK] Seq=5385 Ack=29389 Win=249 Len=0 TSval=3896405176 TSecr=2315128081","51509","51509","5223","5223","47784"
"47785","2873.442925","17.57.144.134","192.168.111.43","TCP","66","[TCP Dup ACK 47784#1] 5223  >  51509 [ACK] Seq=5385 Ack=29389 Win=249 Len=0 TSval=3896405176 TSecr=2315128081","51509","51509","5223","5223","47785"
"47786","2873.442925","17.57.144.134","192.168.111.43","TCP","66","5223  >  51509 [ACK] Seq=5385 Ack=29421 Win=249 Len=0 TSval=3896405176 TSecr=2315128083","51509","51509","5223","5223","47786"
"47787","2873.470331","17.248.203.64","192.168.111.43","TCP","66","443  >  52103 [ACK] Seq=8253 Ack=5919 Win=86016 Len=0 TSval=519710683 TSecr=1830330291","52103","52103","443","443","47787"
"47788","2873.470333","17.248.203.64","192.168.111.43","TLSv1.3","101","Application Data","52103","52103","443","443","47788"
"47789","2873.470481","192.168.111.43","17.248.203.64","TCP","66","52103  >  443 [ACK] Seq=5950 Ack=8288 Win=131008 Len=0 TSval=1830330321 TSecr=519710683","443","443","52103","52103","47789"
"47790","2873.517877","17.248.203.64","192.168.111.43","TCP","66","443  >  52103 [ACK] Seq=8288 Ack=5950 Win=86016 Len=0 TSval=519710729 TSecr=1830330291","52103","52103","443","443","47790"
"47791","2873.520472","17.248.203.64","192.168.111.43","TLSv1.3","753","Application Data","52103","52103","443","443","47791"
"47792","2873.520609","192.168.111.43","17.248.203.64","TCP","66","52103  >  443 [ACK] Seq=5950 Ack=8975 Win=130368 Len=0 TSval=1830330371 TSecr=519710733","443","443","52103","52103","47792"
"47793","2873.541197","192.168.111.43","17.248.203.64","TLSv1.3","198","Application Data","443","443","52103","52103","47793"
"47794","2873.541602","192.168.111.43","17.248.203.64","TLSv1.3","475","Application Data","443","443","52103","52103","47794"
"47795","2873.541738","192.168.111.43","17.248.203.64","TLSv1.3","97","Application Data","443","443","52103","52103","47795"
"47796","2873.575361","17.248.203.64","192.168.111.43","TCP","66","443  >  52103 [ACK] Seq=8975 Ack=6082 Win=86016 Len=0 TSval=519710786 TSecr=1830330391","52103","52103","443","443","47796"
"47797","2873.575363","17.248.203.64","192.168.111.43","TCP","66","443  >  52103 [ACK] Seq=8975 Ack=6491 Win=86016 Len=0 TSval=519710786 TSecr=1830330391","52103","52103","443","443","47797"
"47798","2873.575363","17.248.203.64","192.168.111.43","TLSv1.3","101","Application Data","52103","52103","443","443","47798"
"47799","2873.575518","192.168.111.43","17.248.203.64","TCP","66","52103  >  443 [ACK] Seq=6522 Ack=9010 Win=131008 Len=0 TSval=1830330426 TSecr=519710787","443","443","52103","52103","47799"
"47800","2873.621174","17.248.203.64","192.168.111.43","TLSv1.3","682","Application Data","52103","52103","443","443","47800"
"47801","2873.621356","192.168.111.43","17.248.203.64","TCP","66","52103  >  443 [ACK] Seq=6522 Ack=9626 Win=130432 Len=0 TSval=1830330471 TSecr=519710836","443","443","52103","52103","47801"
"47802","2873.670140","192.168.111.43","17.248.203.64","TLSv1.3","213","Application Data","443","443","52103","52103","47802"
"47803","2873.670494","192.168.111.43","17.248.203.64","TLSv1.3","484","Application Data","443","443","52103","52103","47803"
